,target,x1,x2,x3,x4,x5,x6,x7,x8,x9
290,121.01,142.3,286.06,7775.1,16113.0,2463.46,1897.2,175.192,2088.2,106.43
291,119.91,143.92,289.54,7864.4,16344.0,2478.63,1912.4,176.59400000000002,2033.8,109.57
292,116.14,146.36,294.46,8143.0,17036.0,2562.36,1952.3,176.96400000000003,2136.1,100.2
293,117.38,147.52,296.78,8166.3,17695.0,2622.14,2009.4,177.02599999999998,2217.2,89.42
294,106.46,148.43,298.6,8286.3,18633.0,2693.38,2083.6,177.0967,2284.1,93.07
295,106.43,146.84,295.39,8192.8,18138.0,2659.29,2067.8,177.542,2273.0,105.31
296,109.57,147.42,296.56,8264.8,17828.0,2735.09,2125.7,177.048,2251.0,113.34
297,100.2,149.7,301.14,8133.7,16836.0,2624.77,2084.7,178.15,2139.1,117.61
298,89.42,146.3,294.43,7682.2,16060.0,2501.52,1937.3,178.63,2014.0,118.74
299,93.07,145.08,291.83,7579.5,16150.0,2430.78,1868.25,178.65200000000002,1960.0,120.37
300,105.31,145.48,292.61,7556.5,15856.0,2403.0,1836.4,178.282,1910.5,129.43
301,113.34,142.32,286.27,7420.3,15346.0,2318.85,1808.9,177.665,1850.2,135.76
302,117.61,143.72,289.08,7483.7,15454.0,2350.13,1853.3,177.298,1889.2,135.74
303,118.74,143.37,288.36,7462.9,15722.0,2332.19,1837.1,177.704,1894.5,136.73
304,120.37,142.92,287.47,7457.9,15752.0,2325.41,1849.6,179.72799999999998,1863.5,137.46
305,129.43,143.71,289.04,7658.6,16016.0,2364.03,1884.5,179.5,1886.4,135.16
306,135.76,138.93,279.43,7560.3,16117.0,2350.1,1867.2,179.43400000000003,1853.7,133.63
307,135.74,137.53,277.53,7696.3,16811.0,2386.09,1902.1,179.764,1881.4,134.2
308,136.73,131.94,265.36,7413.8,16323.0,2318.39,1821.0,182.00599999999997,1773.9,131.73
309,137.46,129.62,260.68,7456.5,16678.0,2365.87,1861.1,181.856,1862.3,134.89
310,135.16,128.3,258.02,7415.0,16874.0,2404.18,1926.5,183.52599999999998,1894.2,141.94
311,133.63,128.54,258.5,7397.17,16281.67,2395.34,1943.5,185.0275,1902.5,146.32
312,134.2,129.67,259.3,7570.3,16531.0,2393.32,1965.6,185.6175,1916.2,146.77
313,131.73,133.51,268.48,7712.4,16916.0,2420.13,1984.8,184.86599999999999,1934.3,148.41
314,134.89,134.47,270.42,7809.5,16986.0,2434.12,1991.9,182.706,1979.2,148.73
315,141.94,136.05,273.59,8149.63,17148.75,2516.03,2002.13,180.324,2057.38,147.49
316,146.32,139.51,280.54,8414.5,17508.0,2593.11,2057.0,179.24,2126.9,146.85
317,146.77,139.01,279.53,8280.8,17780.0,2581.14,2038.1,180.676,2098.0,144.55
318,148.41,137.92,277.33,8081.1,17755.0,2568.82,2029.4,180.41,2056.2,145.1
319,148.73,140.2,281.91,8180.38,18133.75,2592.36,2050.63,180.275,2052.75,143.31
320,147.49,142.31,286.48,8468.13,18001.25,2627.16,2071.5,179.108,2015.0,142.53
321,146.85,142.51,286.55,8463.5,17755.0,2632.93,2122.8,180.226,1995.3,137.65
322,144.55,144.43,290.41,8440.6,18636.0,2653.73,2176.5,178.15599999999998,2031.7,139.11
323,145.1,145.46,292.47,8502.1,19199.0,2711.45,2193.7,177.47,2103.6,144.04
324,143.31,144.73,291.0,8375.8,18905.0,2692.45,2194.8,177.52599999999998,2081.7,141.92
325,142.53,148.41,298.39,8564.8,19818.0,2791.62,2292.2,178.565,2183.4,139.18
326,137.65,148.49,298.54,8359.8,19919.0,2730.1,2200.0,178.65200000000002,2084.5,140.15
327,139.11,145.18,291.88,8378.4,20205.0,2690.42,2157.9,178.38400000000001,2053.2,141.47
328,144.04,145.84,293.21,8499.2,21327.0,2770.43,2207.2,177.56799999999998,2158.5,139.09
329,141.92,144.71,290.93,8379.0,21015.0,2754.38,2209.5,177.908,2206.0,137.13
330,139.18,145.2,291.92,8408.2,20889.0,2742.68,2208.7,178.0133,2231.0,134.23
331,140.15,141.36,284.21,8188.6,19609.0,2639.73,2166.5,181.56,2077.8,136.12
332,141.47,142.52,286.52,7749.0,19369.0,2534.93,2120.3,183.614,1982.8,139.7
333,139.09,143.38,288.26,7574.75,18601.25,2474.46,2020.38,182.90400000000002,2007.13,134.7
334,137.13,140.87,283.21,7476.0,18200.0,2420.16,1972.33,182.378,1958.5,142.18
335,134.23,139.9,281.26,7411.9,18592.0,2439.63,1965.7,182.894,1949.1,143.68
336,136.12,138.44,278.33,7430.3,18082.0,2452.91,2001.9,181.01,2028.4,131.17
337,139.7,144.48,290.47,7804.2,18125.0,2596.77,2087.2,177.488,2090.4,121.08
338,134.7,145.15,291.82,7585.1,17133.0,2577.81,2043.6,179.766,2030.6,128.45
339,142.18,142.9,287.28,7268.6,17370.0,2504.02,2023.4,180.15400000000002,1978.3,148.98
340,143.68,147.17,296.08,7607.9,17853.0,2598.89,2105.9,177.88,1985.3,162.93
341,131.17,149.23,300.01,7635.0,18332.0,2625.01,2109.5,176.328,1961.7,169.2
342,121.08,148.65,298.85,7849.5,18733.0,2631.77,2127.3,175.642,1994.2,170.57
343,128.45,149.1,299.74,7742.6,19590.0,2636.03,2200.9,178.114,1955.3,175.7
344,148.98,145.47,292.45,7224.2,18621.0,2498.06,2154.1,179.666,1883.8,177.95
345,162.93,146.01,293.54,7355.4,18796.0,2578.91,2184.5,183.65400000000002,1989.2,180.58
346,169.2,140.73,282.92,6957.2,18471.0,2491.54,2146.4,186.505,1959.6,179.68
347,170.57,143.55,288.58,7255.4,18492.0,2523.12,2197.6,184.59400000000002,2022.1,178.4
348,175.7,150.85,303.26,8022.8,20065.0,2745.76,2255.1,178.68400000000003,2225.6,176.97
349,177.95,159.07,319.79,8722.7,21332.0,2918.25,2337.6,171.2267,2414.1,176.94
350,180.58,161.71,325.09,8954.1,21167.0,2985.58,2354.8,167.438,2435.7,177.23
351,179.68,162.94,327.56,9119.13,21801.25,3019.66,2391.25,168.15,2534.5,175.26
352,178.4,159.87,321.39,8900.0,21033.0,2948.89,2326.4,169.30200000000002,2367.8,173.75
353,176.97,158.51,318.66,8807.7,21542.0,2937.75,2342.5,168.06,2352.4,172.6
354,176.94,155.0,311.59,8879.3,21793.0,2886.62,2390.2,168.168,2329.8,169.84
355,177.23,160.24,322.11,9529.7,24029.0,3017.72,2515.9,163.79,2520.3,167.18
356,175.26,164.46,330.6,9721.8,24176.0,3119.27,2598.3,163.304,2672.6,170.37
357,173.75,164.49,330.65,9703.1,23882.0,3079.17,2492.7,163.71200000000002,2713.2,173.53
358,172.6,162.91,327.48,9595.2,23620.0,3011.72,2454.7,164.06799999999998,2678.5,171.48
359,169.84,160.02,321.67,9499.7,23370.0,3004.26,2507.5,164.71,2675.3,170.58
360,167.18,157.18,315.96,9175.6,22713.0,2913.54,2486.6,166.81799999999998,2588.6,172.77
361,170.37,158.02,317.64,9005.1,21819.0,2895.01,2492.3,167.092,2470.0,176.86
362,173.53,161.63,324.9,9033.0,22075.0,2915.49,2549.7,167.34599999999998,2507.6,179.56
363,171.48,165.71,333.09,9022.3,22608.0,2975.11,2633.5,166.81,2530.0,182.16
364,170.58,165.77,333.22,9112.25,22996.25,2969.26,2635.88,166.482,2489.25,179.74
365,172.77,162.98,327.6,8974.6,23016.0,2925.88,2529.3,167.97799999999998,2498.4,179.14
366,176.86,160.84,323.31,8891.7,24134.0,2882.79,2525.2,167.40200000000002,2377.7,181.38
367,179.56,161.31,324.24,8797.5,24541.0,2907.8,2627.5,166.405,2351.2,175.8
368,182.16,167.16,336.0,8999.38,25647.5,3013.91,2696.13,164.975,2434.5,169.97
369,179.74,173.95,349.64,9391.5,26400.0,3130.86,2744.33,165.796,2564.5,165.28
370,179.14,171.89,345.5,9424.25,26072.5,3100.94,2691.25,166.648,2662.25,164.06
371,181.38,170.41,342.53,9564.8,26726.0,3091.81,2635.8,166.57,2810.3,171.73
372,175.8,171.76,345.24,9533.4,26249.0,3088.32,2632.3,166.422,2843.2,178.9
373,169.97,167.86,337.39,9450.0,26143.0,3015.6,2592.4,169.28799999999998,2699.9,185.89
374,165.28,167.4,336.45,9616.7,26779.0,3016.65,2578.0,171.392,2708.1,190.54
375,164.06,161.24,324.06,9301.0,25715.0,2918.23,2485.1,172.106,2600.3,184.97
376,171.73,166.06,333.76,9422.8,26777.0,2956.94,2543.6,170.138,2531.4,183.41
377,178.9,167.71,337.05,9889.2,28799.0,3045.65,2567.1,171.465,2584.7,183.75
378,185.89,163.26,328.1,9623.1,28319.0,2976.35,2504.1,170.614,2552.6,180.38
379,190.54,162.47,326.51,9957.1,28544.0,2992.87,2485.4,170.092,2620.8,173.24
380,184.97,163.03,327.63,9974.3,28133.0,2965.25,2518.3,168.796,2563.7,168.91
381,183.41,164.43,330.43,9888.4,27660.0,2933.34,2515.1,169.635,2617.8,167.46
382,183.75,160.05,321.61,9459.0,26361.0,2803.26,2392.8,169.924,2500.8,167.73
383,180.38,161.7,324.92,9637.6,26020.0,2842.43,2418.4,169.34599999999998,2628.6,167.37
384,173.24,161.05,323.6,9541.2,24980.0,2882.78,2474.4,169.26,2657.0,163.85
385,168.91,159.99,321.47,9551.25,24761.25,2878.19,2470.0,170.65,2631.25,162.15
386,167.46,160.48,322.43,9594.83,24451.67,2852.73,2449.17,173.222,2560.33,160.36
387,167.73,158.1,317.64,9347.1,24321.0,2808.0,2394.5,173.53599999999997,2447.8,157.09
388,167.37,154.95,311.32,9144.7,24440.0,2764.28,2307.6,172.21400000000003,2402.0,154.95
389,163.85,153.85,309.1,8968.7,23738.0,2739.88,2313.2,171.00599999999997,2370.8,149.15
390,162.15,149.96,301.27,8540.0,23167.0,2670.85,2288.6,172.954,2270.5,146.67
391,160.36,145.89,293.09,8277.4,21985.0,2601.76,2242.0,171.13400000000001,2212.1,148.55
392,157.09,145.36,292.01,8402.7,21876.0,2617.1,2285.5,170.362,2315.8,147.96
393,154.95,153.08,307.51,8777.1,24146.0,2788.87,2430.3,167.174,2548.0,140.81
394,149.15,149.84,301.0,8471.4,23724.0,2717.6,2407.1,166.99200000000002,2488.7,138.96
395,146.67,146.7,294.68,8371.2,23134.0,2676.76,2325.2,168.43599999999998,2510.0,136.12
396,148.55,145.06,291.37,8320.2,23554.0,2658.25,2340.9,168.9,2420.0,137.22
397,147.96,146.11,293.49,8355.2,24267.0,2670.15,2387.3,167.84799999999998,2346.5,139.46
398,140.81,141.03,283.28,8158.5,24281.0,2606.08,2333.2,168.18,2262.8,141.18
399,138.96,139.82,280.84,7994.6,23270.0,2544.06,2291.8,171.426,2257.0,144.48
400,136.12,138.45,278.08,7784.7,22805.0,2482.13,2201.0,173.135,2189.6,146.52
401,137.22,137.66,276.47,7633.6,23156.0,2434.94,2123.0,172.30599999999998,2194.3,143.39
402,139.46,135.38,271.89,7571.5,22280.0,2395.35,2109.0,172.886,2153.8,138.99
403,141.18,132.8,266.69,7538.25,21271.25,2358.93,2084.38,174.94,2091.63,132.91
404,144.48,130.17,261.41,7194.1,20581.0,2285.05,2021.7,174.78400000000002,1988.0,120.81
405,146.52,132.29,265.67,7304.3,21730.0,2318.88,2108.2,173.832,2083.2,116.97
406,143.39,133.29,267.67,7246.8,21780.0,2315.0,2154.3,173.128,2082.4,124.17
407,138.99,136.02,273.13,7376.3,21703.0,2358.53,2203.0,173.178,2160.3,135.54
408,132.91,130.91,262.87,7121.6,20504.0,2255.65,2067.0,175.524,1994.2,141.48
409,120.81,128.54,258.1,6745.3,19393.0,2180.65,1973.6,178.21200000000002,1836.4,143.01
410,116.97,127.33,255.66,6645.4,19312.0,2154.73,1983.6,177.31599999999997,1795.5,144.56
411,124.17,125.78,252.55,6565.9,19015.0,2155.54,1952.0,180.23,1770.9,140.74
412,135.54,125.25,251.48,6536.9,19568.0,2140.75,1948.7,178.998,1737.6,139.4
413,141.48,127.73,256.44,6554.6,19503.0,2181.88,1929.2,174.408,1783.3,155.23
414,143.01,128.4,257.78,6524.7,19676.0,2165.87,1951.9,179.048,1696.3,169.42
415,144.56,123.6,248.15,6259.5,18638.0,2089.43,1885.8,180.75799999999998,1621.5,173.81
416,140.74,123.65,248.23,6597.63,19472.5,2124.03,1943.38,176.2875,1680.5,175.19
417,139.4,124.57,250.08,6818.6,21471.0,2205.0,2008.1,179.612,1772.2,178.58
418,155.23,124.26,249.44,6586.2,21166.0,2186.22,1984.7,168.38,1764.6,170.06
419,169.42,130.13,261.22,7019.7,22584.0,2328.57,2086.1,166.732,2010.3,159.23
420,173.81,130.86,262.67,6948.38,23012.5,2312.88,2093.88,163.9375,2008.88,152.48
421,175.19,134.25,269.47,7515.1,26227.0,2419.21,2210.1,162.762,2246.3,145.54
422,178.58,134.83,270.63,7686.0,26788.0,2466.98,2321.7,163.09,2255.1,137.48
423,170.06,135.69,272.34,7893.0,26263.0,2501.36,2408.2,163.39600000000002,2322.4,130.29
424,159.23,134.86,270.67,7887.5,24687.5,2466.65,2326.13,164.608,2248.88,131.18
425,152.48,132.69,266.31,7783.0,24643.75,2402.29,2277.63,166.174,2148.13,129.95
426,145.54,130.79,262.49,7370.6,22543.0,2311.37,2198.8,166.40599999999998,2078.5,125.49
427,137.48,132.88,266.68,7419.3,22075.0,2350.07,2228.2,165.808,2211.5,124.12
428,130.29,133.44,267.79,7463.0,21923.0,2348.93,2213.7,166.21599999999998,2244.2,121.98
429,131.18,134.37,269.64,7425.9,22161.0,2328.35,2149.1,168.5725,2175.4,120.0
430,129.95,133.09,267.08,7143.0,20360.0,2253.01,2085.1,169.018,2214.1,124.93
431,125.49,134.32,269.55,7035.9,19839.0,2284.72,2065.6,168.22,2227.1,126.5
432,124.12,129.98,260.82,6572.6,17742.0,2141.29,2003.2,170.58,2026.3,122.02
433,121.98,129.95,260.75,6641.2,17963.0,2149.15,2041.8,169.658,2027.2,109.74
434,120.0,131.75,264.37,7171.0,18297.0,2245.31,2148.7,168.678,2137.0,106.78
435,124.93,136.33,273.56,7396.4,18705.0,2353.57,2241.8,165.368,2355.5,103.99
436,126.5,139.74,280.41,7472.1,18095.0,2404.67,2281.3,164.778,2463.3,99.32
437,122.02,142.94,286.81,7505.5,18660.0,2408.89,2268.8,168.12400000000002,2517.7,98.58
438,109.74,139.59,280.08,7287.33,18770.0,2324.03,2230.67,171.5375,2385.83,102.33
439,106.78,136.28,273.44,6926.75,17952.5,2278.18,2211.25,172.98,2304.5,101.29
440,103.99,135.29,271.45,6881.6,16937.0,2268.16,2228.0,170.75799999999998,2319.9,97.36
441,99.32,133.13,267.11,6899.4,16188.0,2242.03,2147.6,169.548,2275.6,92.38
442,98.58,136.32,273.52,6991.3,16136.0,2293.82,2074.8,169.95,2367.2,88.77
443,102.33,135.45,271.77,6876.8,16633.0,2239.4,1998.1,169.398,2344.1,86.79
444,101.29,135.65,272.16,6775.9,16804.0,2228.85,1991.8,169.268,2334.1,85.19
445,97.36,132.55,265.94,6522.1,16769.0,2137.93,1914.8,170.172,2268.1,85.24
446,92.38,133.55,267.95,6499.8,17951.0,2128.72,1880.9,173.128,2292.5,85.3
447,88.77,133.67,268.17,6542.6,18695.0,2124.22,1937.3,174.158,2308.6,83.4
448,86.79,137.31,275.49,6451.1,19155.0,2152.61,1909.9,171.766,2313.6,79.58
449,85.19,132.59,266.0,6189.5,18464.0,2091.26,1875.3,170.842,2210.6,76.15
450,85.24,127.97,256.74,6093.1,18249.0,2051.44,1814.4,171.62,2171.2,77.0
451,85.3,125.04,250.86,5984.1,17099.0,1999.06,1807.3,174.1425,2177.4,85.64
452,83.4,125.15,251.06,6110.2,17347.0,2021.53,1834.9,176.042,2191.5,94.75
453,79.58,127.34,255.44,6230.0,17059.0,2044.59,1858.5,178.25400000000002,2158.2,102.2
454,76.15,125.12,250.99,6354.7,17788.0,2042.1,1845.2,180.49,2306.1,99.0
455,77.0,123.87,248.47,6220.13,18171.25,1995.29,1816.25,182.548,2152.75,91.61
456,85.64,127.35,255.45,6340.6,19556.0,1974.33,1867.2,182.512,2033.4,87.05
457,94.75,126.41,253.57,6083.2,19346.0,1930.43,1923.9,182.59,1813.3,81.83
458,102.2,129.48,259.7,6233.4,20349.0,1976.72,1979.1,180.644,1856.5,79.85
459,99.0,131.31,263.38,6004.0,19316.0,1987.13,1964.8,179.03599999999997,1897.2,76.9
460,91.61,123.27,247.22,5577.5,16948.0,1848.03,1820.0,181.97799999999998,1782.5,76.05
461,87.05,122.11,244.9,5422.4,16187.0,1808.59,1722.8,183.438,1693.9,74.94
462,81.83,117.16,234.97,5107.4,15485.0,1712.75,1605.5,187.766,1590.3,72.24
463,79.85,115.28,231.18,4876.4,15266.0,1674.46,1560.9,186.322,1636.2,68.31
464,76.9,122.99,246.64,5046.5,16001.0,1743.26,1609.8,186.81400000000002,1706.5,64.45
465,76.05,123.17,246.99,4929.3,15175.0,1729.78,1602.1,186.96,1661.2,64.15
466,74.94,125.83,252.32,4989.6,14922.0,1739.2,1596.2,184.378,1671.8,63.67
467,72.24,128.47,257.59,5133.9,15081.0,1799.64,1618.2,183.15200000000002,1726.8,61.38
468,68.31,127.38,255.41,4969.9,14290.0,1742.4,1461.5,182.37400000000002,1620.0,60.31
469,64.45,122.71,246.03,4653.0,13305.0,1646.18,1386.63,184.166,1450.88,58.73
470,64.15,120.24,241.07,4526.0,12404.0,1619.7,1450.1,183.74200000000002,1453.2,59.23
471,63.67,119.83,240.25,4463.6,12604.0,1620.85,1486.9,182.79,1434.0,59.96
472,61.38,117.93,236.42,4685.75,12548.75,1630.2,1508.88,187.805,1447.25,60.48
473,60.31,110.13,220.78,4361.4,11209.0,1538.24,1423.8,197.095,1338.3,59.7
474,58.73,110.03,220.58,4477.7,11509.0,1567.39,1414.1,196.674,1452.4,62.47
475,59.23,113.42,227.37,4705.75,12126.25,1603.47,1459.63,194.41400000000002,1494.25,62.37
476,59.96,111.75,224.0,4352.38,10688.75,1528.94,1435.5,194.78599999999997,1320.5,64.81
477,60.48,110.32,221.13,4022.2,9787.0,1483.79,1371.3,199.9,1258.2,69.04
478,59.7,112.63,225.76,3966.3,9641.0,1488.03,1384.8,202.222,1281.9,74.98
479,62.47,109.48,219.43,3806.4,9893.0,1454.69,1360.3,209.642,1315.2,81.86
480,62.37,104.87,210.17,3607.1,9637.0,1410.63,1296.5,222.608,1248.6,78.83
481,64.81,104.53,209.49,3537.7,9721.0,1393.32,1290.5,227.252,1104.1,74.25
482,69.04,104.9,210.21,3315.9,9699.0,1371.5,1282.0,220.34799999999998,1020.1,73.34
483,74.98,103.25,206.9,3227.0,9812.0,1376.96,1293.4,210.622,1079.7,74.09
484,81.86,110.08,220.57,3424.5,10703.0,1408.46,1372.1,202.968,1151.4,73.64
485,78.83,110.87,222.14,3291.5,11421.0,1386.18,1373.3,202.498,1150.9,72.54
486,74.25,111.52,223.43,3227.6,11265.0,1366.04,1312.4,201.89,1152.0,76.43
487,73.34,111.27,222.93,3202.6,10975.0,1335.76,1335.7,200.486,1115.4,74.15
488,74.09,112.56,225.5,3227.6,10469.0,1360.21,1449.3,198.058,1131.6,69.38
489,73.64,119.64,239.68,3254.9,12238.0,1406.77,1539.3,191.83599999999998,1150.4,65.82
490,72.54,115.99,232.36,2907.0,10783.75,1329.76,1463.13,185.9025,958.75,102.97373469387765
491,76.43,111.43,223.23,2843.67,9723.33,1266.86,1493.33,191.3825,895.67,102.97373469387765
492,74.15,112.76,225.9,2961.5,9717.0,1281.61,1433.1,195.56599999999997,958.1,102.97373469387765
493,69.38,111.39,223.14,3131.2,9700.0,1289.19,1476.6,208.21400000000003,977.5,102.97373469387765
494,65.82,113.19,226.74,3392.0,9347.0,1295.27,1582.0,213.136,1012.2,102.97373469387765
